App Name,App Id,App Type,Permissions,Users,Type,Link,Total Users,Rating,Users Rated,Overview,Description,Developer,Mark Trusted?
Document Viewer for Google Drive,242212781037-9i0991icd67v5c42k4mtcalpqtnnpi22.apps.googleusercontent.com,Web Application,Drive,1,,https://gsuite.google.com/u/2/marketplace/app/app/242212781037,75,2,258,"This viewer lets you view document files (doc, xls, ppt, pdf, ai, psd, dxf, ps, zip, rar...) online without leaving your browser.","This viewer lets you view document files online without leaving your browser using Google Docs Viewer, Box.com Document Viewer.
It is a fast and light weight app that reads multiple documents.
Provides connect with Google Drive. You can open document files from Google Drive or from URL.
Choose your preferred viewer. If the viewer supports the document, Open the document primarily through the viewer you select.

*Supported formats (Google Docs Viewer):
doc, docx, xls, xlsx, ppt, pptx, pdf, pages, ai, tif, tiff, svg, eps, ps, xps

Google Drive Support: jpeg, png, gif, tiff, bmp, webm, mp4, mkv, m4v, mp3, ogv, wmv, flv, txt, css, html, psd, dxf, ttf, zip, rar...

*Supported formats (Box.com Document Viewer):
pdf, doc, docx, ppt, pptx, xls, xlsx, txt, py, js, xml, html, css, md, pl, c, m, json",documentviewer.herokuapp.com,Yes
Screencastify,242262968495-1m5o9ef10hp44to5jtko0g1r02fsf2jp.apps.googleusercontent.com,Web Application,Drive,1,,https://gsuite.google.com/u/2/marketplace/app/app/242262968495,"3,949,188",2,66,Browser-based video editor with the simplicity you expect from Screencastify. Integrates with Screencastify Screen recorder and Google Drive.,"Introducing the Screencastify Video Editor - the easiest and fastest way to edit videos directly in your browser. Brought to you by the folks at Screencastify - creators of the #1 screen recording extension for Chrome.

✂️ SLICE AND DICE
• Combine as many clips as you like
• Cut, trim and crop videos
• Easily drag clips into any order
• Use any video size or frame rate

🎬 EDIT ANYTHING
• Add videos from Google Drive
• Add videos from your computer
 
💾 SAVE IN A SEC
• Save directly to your Drive
• Download an MP4

🌟 3 DAY FREE TRIAL
• Unlimited use (videos up to 10 mins)
• Access to all features
• No credit card required

After your trial, the editor is only $24 per year and includes unlimited screen recording with our Chrome extension.",castify-ext-dev,Yes
Screencastify,242262968495-o42n5tqeo08dsa75p3j4dk1k61t05ln3.apps.googleusercontent.com,Web Application,Drive,4,,https://gsuite.google.com/u/2/marketplace/app/app/242262968495,"3,949,188",2,66,Browser-based video editor with the simplicity you expect from Screencastify. Integrates with Screencastify Screen recorder and Google Drive.,"Introducing the Screencastify Video Editor - the easiest and fastest way to edit videos directly in your browser. Brought to you by the folks at Screencastify - creators of the #1 screen recording extension for Chrome.

✂️ SLICE AND DICE
• Combine as many clips as you like
• Cut, trim and crop videos
• Easily drag clips into any order
• Use any video size or frame rate

🎬 EDIT ANYTHING
• Add videos from Google Drive
• Add videos from your computer
 
💾 SAVE IN A SEC
• Save directly to your Drive
• Download an MP4

🌟 3 DAY FREE TRIAL
• Unlimited use (videos up to 10 mins)
• Access to all features
• No credit card required

After your trial, the editor is only $24 per year and includes unlimited screen recording with our Chrome extension.",castify-ext-dev,Yes
Noisli,244809216039-urbimntrhd89evqvfae6k68l23489ubd.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Event Locator,246944806535-7hhvlnkjh1q1umcag7rjvgp6qm6qpvpg.apps.googleusercontent.com,Web Application,"Calendar, Apps Script Runtime",3,Apps Script,,,,,,,,Yes
Refractiv OverDRIVE,254158829526-1d1jb2of8ldpvs78e62vbp50kf05gqp4.apps.googleusercontent.com,Web Application,Others,1,Meta,https://gsuite.google.com/u/2/marketplace/app/app/254158829526,"315,955",4,43,Smarter Sites for G Suite. A site builder that turns Drive and G Suite content into web pages automatically.,"Smarter Sites for G Suite. A site builder that turns Drive and G Suite content into web pages automatically.

OverDRIVE is designed for organisations using G Suite in business and education and is a simple way to share all kinds of information with people inside and outside your organisation.

It integrates with Drive, so you just tell it which content to use and it creates the site structure, navigation and pages instantly. Your web page content is the same as your Drive content and they’re kept completely in sync. Change one and you change the other, automatically. You don’t need specialist skills and you can set up a site in minutes, saving yourself time, money and hassle. 

Start your free fully featured 30-day trial today.

Features
* Google Drive integration
* Mobile friendly
* Workflow
* Two way synchronisation
* Great choice of page types and design options
* Drag and drop page builder
* Powerful filters and search
* Strong security via Google Drive
* Alternative logins: Facebook, Microsoft, email.

Uses
* Sites
* Project workspace
* Company Intranet 
* Company extranet
* Education portal
* Digital library 
* Virtual data room
* Management meeting site
* Event Site

Everyday solutions:
* Share Drive files and info with clients (outside your organisation)
* Create public websites right from Drive
* Support a network of partners or resellers
* Share design resources like logos, pdfs and photos with customers
* Give customers secure self-service access to financial reports
* Share company info across the organisation and teams  

OverDRIVE integrates with a large number of third-party apps:
*Google Data Studio, Smartsheet, Slack, OneDrive, Zapier, Awesome Table, Google Analytics, YouTube, Twitter, Facebook and more..",Refractiv,No
Wrike iOS app,260820609782-v91bs5v7dcigpp8roo18fdg2jsdsnrt3.apps.googleusercontent.com,iOS,Others,1,Meta,,,,,,,,No
Auto Trader,262661727855-t8t9ca7vl2ml3ns0pjjjvbs0vro1pv6d.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
GoLinks,277405043093-a4b6snmjg3ud5l1heq695a7l5c0fd9vn.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Myprotein,282371554639-g5h5i4gs4jisdldtvcok56r2981vvfpv.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Trello,28300235456-b801aqbc1i8luet9arr7sgll09t6eep9.apps.googleusercontent.com,Web Application,Others,1,Meta,https://gsuite.google.com/u/2/marketplace/app/app/28300235456,"1,915,541",4,46,"Trusted by millions, Trello is a visual collaboration tool that gives teams a shared perspective on any project. Trello boards create a shared space for teams to organize, collaborate, and share information to accomplish their business goals in a flexible and fun way. Trello integrates with Drive, Sheets, Slides, Chrome, Calendar, GMail, Inbox, and Google Apps. Organize anything and everything to help keep your projects on track: Collaborate with teammates on Trello boards Create tasks and ideas on cards Organize cards into lists to create a workflow Drag and drop cards between lists to show progress Bring Trello on the go with the Android app Integrate G Suite with Trello to power up your team’s productivity: Attach and create Drive folders and files without leaving Trello In a single click, turn Trello boards into Slides presentations Visualize all of your tasks with due dates in Calendar Set reminders and streamline Trello notifications with Inbox Easily add and manage team members with Google Apps","Trusted by millions, Trello is a visual collaboration tool that gives teams a shared perspective on any project. Trello boards create a shared space for teams to organize, collaborate, and share information to accomplish their business goals in a flexible and fun way.

Trello integrates with Drive, Sheets, Slides, Chrome, Calendar, GMail, Inbox, and Google Apps.

Organize anything and everything to help keep your projects on track:
    • Collaborate with teammates on Trello boards
    • Create tasks and ideas on cards
    • Organize cards into lists to create a workflow
    • Drag and drop cards between lists to show progress
    • Bring Trello on the go with the Android app

Integrate G Suite with Trello to power up your team’s productivity:
    • Attach and create Drive folders and files without leaving Trello
    • In a single click, turn Trello boards into Slides presentations
    • Visualize all of your tasks with due dates in Calendar
    • Set reminders and streamline Trello notifications with Inbox
    • Easily add and manage team members with Google Apps",trello.com,No
PnL,283028863103-jgoa95nkumlq43t2c75biem7qprqu1dr.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Education.com,283427801117-gcsiu9p714dc31684r15mdoks9vupn6a.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
BankBazaar.com,292169499198-0lfk82r2deoft25lth746btka7g5gslr.apps.googleusercontent.com,Web Application,Others,3,Meta,,,,,,,,No
Google APIs Explorer,292824132082.apps.googleusercontent.com,Web Application,Calendar,3,,,,,,,,,Yes
WhatsApp Messenger,293955441834-jc0jr4nnng51vb1v0q8fea5af6i5sakt.apps.googleusercontent.com,Android,Drive,1,,,,,,,,,Yes
FortiClient Android,296086252307-ehucg8ate48n051dvf1n23vrv3qr9368.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
Recorded Macros (Crypto Checklist),296934901614-t37jdmdemhqb3dke5mt4mre2bdmlf5nl.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Etsy,296956783393-2d8r0gljo87gjmdpmvkgbeasdmelq33e.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Doordash,312397499938-le4n4vnj6gakctp89ifgev2a0vp8uut4.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Xodo,318378661449-56elpf0k7qsk4h9ecjf5613ho7igp0hl.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
GMAIL FILTERS,334948774295-n7fpsupehtv25ua3mda6fqdv125bbrj4.apps.googleusercontent.com,Web Application,"Gmail, Drive",1,,,,,,,,,Yes
Untitled project,338754620164-qsbfnhq9o6gabjt0h090v0qlifag17mh.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
Test Script,346275398031-4jh49ic9fefudvb6ivdaf8is347rkr4v.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
TestEmails,348719052790-3bqu8k4pkg26ees53tdo7hb7mb74eg71.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
Google Drive Chrome Extension,351861205747-jdceupirmv7o77ne1a3b4qh1klct94ck.apps.googleusercontent.com,Web Application,Drive,3,,,,,,,,,Yes
Project Default Service Account,354862010105-bpcqmt1h1cn4imggmm22sqjitca64cld.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Basic Web App,355241220984-u7c2rq6kg0421n55i06hp3mpgd20kjig.apps.googleusercontent.com,Web Application,"Gmail, Drive",1,,,,,,,,,Yes
trivago,363634697571-lj09qn82grlkcma3sud1c11bo7srajd3.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Freshdesk,367378856688.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Best Buy App,369075948042-gku8boqssoqo5bdnkpg2s43mscgsk68i.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Google Data Studio,371237729773-o16eiche3liejj1onknknuhkj83k139b.apps.googleusercontent.com,Web Application,Drive,2,,,,,,,,,Yes
MineTime,372037961349-7cfegksh5f1b18ps8orh1orivlu94t9f.apps.googleusercontent.com,Web Application,"Calendar, Contacts",1,,,,,,,,,Yes
Moqups Drive API,372941403685-ea9uim0oiuk805ogakvcg62f3s7a4u9d.apps.googleusercontent.com,Web Application,Drive,1,,https://gsuite.google.com/u/2/marketplace/app/app/372941403685,"997,834",3,304,"The best HTML5 app for creating crisp mockups, wireframes and interactive prototypes.","Moqups is a streamlined web app that helps you create and collaborate on
wireframes, mockups, diagrams and prototypes.

* Crisp, ready-to-use Stencils for all popular use-cases
* Built-in library with thousands of popular Icon Sets
* Drag and drop to import Images from your desktop or apps
* Extensive range of Fonts and styling options
* Fast, intuitive, and precise Object Editing
* Powerful, flexible, and scalable Page Management

Go from diagrams, wireframes and prototypes without switching apps or updating across platforms.

Premium plans start at $13/month, check them out here: https://moqups.com/pricing",Moqups,Yes
Wrike,37355362364-dha13aajhc35i8rfudmsjaijnt9vd72u.apps.googleusercontent.com,Web Application,Others,6,Meta,https://gsuite.google.com/u/2/marketplace/app/app/37355362364,"4,890,525",4,132,Wrike: Project Management,"Millions of users trust Wrike to accomplish more.

""Wrike takes complex projects and makes them simple for the people on your team.""
-Andrew Hartman, Marketing Operations, Hootsuite

CREATE
Organize everything you need to complete your project in one spot.
-   Break large projects into manageable pieces
-   Use Gantt charts to view your schedule and dependencies  
-   Real-time task editing for advanced collaboration

COLLABORATE
Increase productivity and execute faster across teams.
-   @Mention your teammates to get things done
-   Transform emails into tasks with one click
-   Keep teamwork moving freely with our mobile apps

REPORT
The visibility you need to make informed decisions.
-   Easy-to-use report builder to visualize your teams work
-   Build reports of all your projects at a glance
-   Live activity stream for real-time updates

Wrike integrates with your Google Apps for fast, easy, efficient work management.

Single Sign-On: Convenient and secure sign-on with your teams existing Google credentials.

Google Drive: Attach any of your Google docs directly into Wrike for advanced collaboration.

Gmail: Turn emails into easy-to-track tasks with our Gmail gadget.

Google Calendar: Sync your project tasks and milestones for an up-to-date timetable.",Wrike,No
Relive,376216316442-298fkv07hkrl0tb82bpnaavv43s7gtgf.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
Kaggle,378513217926-6q3lp8ojftf1i14dlrj0udqh4ou2jjok.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
Inspirock,381340841962-s26k81om9ch6i6rp5du52i23btbrr2ld.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Untitled project,381484173395-fuevt8jj08av19ijekp16rh76auk5sj9.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
klook-firebase,38241767456-tblln7me133j132hginhj8j6cphbq39c.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
weekly RK Email,383678107613-6hiahtipfcbp6m95u67tjfq4a265f2h7.apps.googleusercontent.com,Web Application,"Gmail, Drive, Apps Script Runtime",3,Apps Script,,,,,,,,Yes
GeeksforGeeks,388036620207-3uolk1hv6ta7p3r9l6s3bobifh086qe1.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
GeeksforGeeks,388036620207-mu7cieefmijqq0lbpds5q1qcsnl0idng.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
TVF Play,391941770339-fhpebs4f2lvdjhdhtn7khntdtpmb1v6f.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
PnL,402190748067-ku2iq9f84j4c0ug4p4tdcg57h8d676ua.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
ProtectedDoc,402604260491-cpc038ekg7qobgf7jsbl1u8q02pmrh35.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
Samsung account,40316552947-p4entmmkhrq6r4e8gia8cprg30j17gn8.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
AndroidApp,404579753391-o5j3mbb29894r2otvl7ine11seeb3c79.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
Mozilla Thunderbird Email,406964657835-aq8lmia8j95dhl1a2bvharmfk3t1hgqj.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
Arch Linux Chromium,413772536636.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
ACE,41617154500-5gufbg5oanepfn4d4veplp4n06vjokei.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Ubuntu,424119844901-tilod0e1nm0dt85e1evrdfp3cc3ec01d.apps.googleusercontent.com,Web Application,Others,6,Meta,,,,,,,,No
Growth Engine,424794523095-s1tqvdqksb8t6b6ihengppv1nc585o4i.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Commudle,432745930633-vc668ls5qi0bf9lit9sp5fhnf18vka8l.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Multiple selections dropdown,438262947614-lcv0r5ta24tlemj3p4s9keehaisaakju.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
Grammarly,440299537835-eg35dcqfh9v2qkagoqm0lo245vh4g7bu.apps.googleusercontent.com,Web Application,Others,32,Meta,,,,,,,,No
Zomato,442739719837.apps.googleusercontent.com,Web Application,Others,10,Meta,,,,,,,,No
Loom,443240113960-6mj529r3r24gpp4c9u57n9ndrg01i911.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Cal,444896084609-p1hh6omf3r57014hkf77v4ahoegdsnit.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
KAYAK,446009525344-j420p21u4ap0114qr1fnrk8bhq4f2il1.apps.googleusercontent.com,Web Application,Others,8,Meta,,,,,,,,No
Gmail Tools,446138189510-c930go767afh9uuopdggblspi74ce642.apps.googleusercontent.com,Web Application,"Gmail, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
Evernote,447407681759.apps.googleusercontent.com,Web Application,Others,4,Meta,,,,,,,,No
iOS,450232826690-0rm6bs9d2fps9tifvk2oodh3tasd7vl7.apps.googleusercontent.com,iOS,"Gmail, Calendar, Contacts",45,,,,,,,,,Yes
Checker Plus for Gmail™,450788627700-m1vhpe3biqmp4vgaachs2us80updp12j.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
Calendar Tagger,451971641850-jfan2geruqcnoda7cuhomb9fifh3oi80.apps.googleusercontent.com,Web Application,"Calendar, Apps Script Runtime",2,Apps Script,,,,,,,,Yes
cleanup,458696267388-11lsuquitpshkejuth6rbh9nkao5dnnk.apps.googleusercontent.com,Web Application,"Gmail, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
Event Location Shader,460878889578-daoi59busropriaeanpve2njhgjkgl2b.apps.googleusercontent.com,Web Application,"Calendar, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
Smartsheet,46145466229.apps.googleusercontent.com,Web Application,Drive,15,,,,,,,,,Yes
Calendar Update Script File,462659381699-hhmgagk3hurp7eslvvgq739caconrfe6.apps.googleusercontent.com,Web Application,Drive,2,,,,,,,,,Yes
Amazon Alexa,463698813043-o2michok88mj0nq3k8g5ftbf060s1ntp.apps.googleusercontent.com,Web Application,Calendar,1,,,,,,,,,Yes
Gmail-Delete,464673051398-jqvrmfl0vllh2bd4n0t9pbmsr01lhige.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
Insync,468017360789-e4camv9a5n4e90tk4vrpk49qonmcm95s.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Rocketbook,468264241591-m6ai68oq6iujdg1bcq099frs24iehmdc.apps.googleusercontent.com,iOS,Others,1,Meta,,,,,,,,No
Overleaf,47304055603.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
NFS_Quota_Alerts,478244139075-78kolhmgrp2upto3a0mjds0fil5jsrc8.apps.googleusercontent.com,Web Application,"Gmail, Drive",1,,,,,,,,,Yes
forward procurement,479807767169-ussoovksv3d7garvfm054e38nshqnfb2.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
Real Estate & Homes by Trulia,487011081137-peeju6k4k30q731m6oo3k0kas0mqa5a3.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
RSVPify,490847583508-rnuc9n4mus9to62b40aq3e8nfpsfoko0.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Scribd,491264573595-hs5hu9ijbfl9g6khnkn2retrfr6lcua7.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
Egress Secure Email for GSuite,503322020588-l1brpk0tjepc6lsemevlnknnlppr373m.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
Deliveroo,503757482204-dmiski9tsv4kih4q39bt32lgvdn6e8su.apps.googleusercontent.com,Web Application,Others,51,Meta,,,,,,,,No
GSheet_Suspended_Usr_list,504186272165-61h94rsotrnq3bdr1j65j1kkfmddb9tg.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
CRES - Cisco Registered Envelope Service,507313714964-6p88u6grrfv4int8pvujgaimias5ug62.apps.googleusercontent.com,Web Application,Others,4,Meta,,,,,,,,No
Project Default Service Account,507860335923-58om9b9ls82vrr7s4d2hdil7kiu5ihl6.apps.googleusercontent.com,Android,Others,2,Meta,,,,,,,,No
Disqus.com,508198334196-bgmagrg0a2rub674g0shidj8fnd50dji.apps.googleusercontent.com,Web Application,Others,4,Meta,,,,,,,,No
eBay,510718330363-s8203tpcr3unvq2n580hoke0590m6rd8.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
Gmail_Autofilters_Tower_v1.3,514081279983-rf5t3709d688uppg0uo4odhitu2s7ur1.apps.googleusercontent.com,Web Application,"Gmail, Drive, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
Grasshopper,531246522847-cpii92d27guqb6mrvgtc8skipar03g1f.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Google Drive plug-in,531326910636-6ssag1lt3u6jgusferpp5fasa0fn118r.apps.googleusercontent.com,Web Application,Drive,13,,,,,,,,,Yes
Slack,533288507123-c7lce59bel4e7c6mt1gcb20a9cfh8snv.apps.googleusercontent.com,Web Application,"Gmail, Apps Script Runtime",29,Apps Script,https://gsuite.google.com/u/2/marketplace/app/app/533288507123,"1,284,893",4,440,Send emails into Slack to discuss them with your teammates.,"The Slack Add-On for Gmail helps you move conversations along by bringing context from an email into a Slack channel or direct message. You can add a message and include attachments along with the email as well.

When to send email into Slack:
 - Email chain getting too noisy? Send it into Slack where you can discuss quickly and move forward.
 - Have an idea you want to share with your team? Send it along to a relevant channel with a note about your insights.
 - Need to coordinate a response to a customer question? Flag your teammates in Slack and use the email content to set context.

How the Add-On works:
 - Start by installing the Slack for Gmail Add-On.
 - Open any email and click on the Slack icon in the right-hand side of your inbox.
 - Choose the channel or person you’d like to forward the email to inside of Slack.
 - Add a message and include attachments if you’d like.
 - Voilà! The email is forwarded into Slack where anyone in the channel or direct message you shared it to can see the email content and open attachments.

About Slack:
Slack is a collaboration hub for work, no matter what work you do. It’s a place where conversations happen, decisions are made, and information is always at your fingertips. With Slack, your team is better connected.","Slack Technologies, Inc.",Yes
Slack,533288507123-mq1s4kd1ifi8ulnmni5ud1bp1u1ps393.apps.googleusercontent.com,Web Application,"Gmail, Apps Script Runtime",7,Apps Script,https://gsuite.google.com/u/2/marketplace/app/app/533288507123,"1,284,893",4,440,Send emails into Slack to discuss them with your teammates.,"The Slack Add-On for Gmail helps you move conversations along by bringing context from an email into a Slack channel or direct message. You can add a message and include attachments along with the email as well.

When to send email into Slack:
 - Email chain getting too noisy? Send it into Slack where you can discuss quickly and move forward.
 - Have an idea you want to share with your team? Send it along to a relevant channel with a note about your insights.
 - Need to coordinate a response to a customer question? Flag your teammates in Slack and use the email content to set context.

How the Add-On works:
 - Start by installing the Slack for Gmail Add-On.
 - Open any email and click on the Slack icon in the right-hand side of your inbox.
 - Choose the channel or person you’d like to forward the email to inside of Slack.
 - Add a message and include attachments if you’d like.
 - Voilà! The email is forwarded into Slack where anyone in the channel or direct message you shared it to can see the email content and open attachments.

About Slack:
Slack is a collaboration hub for work, no matter what work you do. It’s a place where conversations happen, decisions are made, and information is always at your fingertips. With Slack, your team is better connected.","Slack Technologies, Inc.",Yes
feedly,534890559860-r6gn7e3agcpiriehe63dkeus0tpl5i4i.apps.googleusercontent.com,Web Application,Others,3,Meta,,,,,,,,No
HackerRank,539603982008.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
Untitled project,539905950674-td0coc759ndqpm2ms1ekvb7khap81jm1.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Strava Mobile,541588808765.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
PnL,543156829913-bhno4n2rmdcvsp8l9q92rh73li66b7lf.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Any.do,543675644531-g4dslkg8olbmn1jopsoai5a7qcrlt33t.apps.googleusercontent.com,Android,Others,1,Meta,https://gsuite.google.com/u/2/marketplace/app/app/543675644531,"230,359",3,65,"Over 10 Million people use Any.do to organize all the things they want to do. Any.do makes it easy to remember all your personal and work tasks, anywhere you go.","Over 15 Million people around the world use Any.do to stay organized & get things done.
 
✔  Seamlessly syncs across all your devices
✔  Easily share lists & tasks to get more done
✔  Drag & drop tasks to plan your agenda
✔  Attach notes, files or add sub-tasks 
✔  Search lists, tasks, notes & sub-tasks
✔  Add one time or recurring reminders


Try out Any.DO for free and see what everybody is talking about. 

Any.DO for Android - https://play.google.com/store/apps/details?id=com.anydo

★ Top 10 android apps (NY Times) 
★ Must have Android app (PC Magazine) 
★ Best Android app (TechCrunch) 
★ Top 10 android apps (The Verge)  

Any.DO for iPhone - http://itunes.apple.com/us/app/any.do/id497328576

★ Best iPhone apps (Appstore) 
★ Top app by TechCrunch
★ Must have app by PC MAG

Any.do for Web http://web.any.do
★ Top 50 websites 2014 (Time)",Any.do,No
Any.do,543675644531-nsdamnj2uqafj8d3hv9q9lmevvc9tcrm.apps.googleusercontent.com,Web Application,Others,1,Meta,https://gsuite.google.com/u/2/marketplace/app/app/543675644531,"230,359",3,65,"Over 10 Million people use Any.do to organize all the things they want to do. Any.do makes it easy to remember all your personal and work tasks, anywhere you go.","Over 15 Million people around the world use Any.do to stay organized & get things done.
 
✔  Seamlessly syncs across all your devices
✔  Easily share lists & tasks to get more done
✔  Drag & drop tasks to plan your agenda
✔  Attach notes, files or add sub-tasks 
✔  Search lists, tasks, notes & sub-tasks
✔  Add one time or recurring reminders


Try out Any.DO for free and see what everybody is talking about. 

Any.DO for Android - https://play.google.com/store/apps/details?id=com.anydo

★ Top 10 android apps (NY Times) 
★ Must have Android app (PC Magazine) 
★ Best Android app (TechCrunch) 
★ Top 10 android apps (The Verge)  

Any.DO for iPhone - http://itunes.apple.com/us/app/any.do/id497328576

★ Best iPhone apps (Appstore) 
★ Top app by TechCrunch
★ Must have app by PC MAG

Any.do for Web http://web.any.do
★ Top 50 websites 2014 (Time)",Any.do,No
Music Player for Google Drive,543871781652.apps.googleusercontent.com,Web Application,Drive,2,,,,,,,,,Yes
Recorded Macros (McKay Invoice Tracker),54632898903-9m0j09u30es98gnil59fsp1ed38om367.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
sortSheets,550012858186-928b3f2nv6rq9c068o2u4sg0ipbcdge1.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Lattice,554378352164-as0b0ojctfu8ashklgqt0rkufdaprc77.apps.googleusercontent.com,Web Application,Calendar,1,,,,,,,,,Yes
Quota_Alert_sandbox,55765363332-rdth9c7m791cgqntkmeo41eirm86hn3k.apps.googleusercontent.com,Web Application,"Gmail, Drive",1,,,,,,,,,Yes
Tableau Server,559142988460-pq4ajno1o46uj4cdised6628dp2ge8mj.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
MakeMyTrip,568430513605-ngh8qioe5qtsbg8oq4ijv2th5u4ls1i9.apps.googleusercontent.com,Web Application,Others,3,Meta,,,,,,,,No
Every Time Zone,569109512356-9db0d4vk6181p5nlb11grufvd1lgkhtp.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Shopperstop,570506897857-aj7ifd4ne3j2gv2fis1369fu31urasld.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
app script for update of repo data-staging,572897049537-t2bckp40vt2j1km2a36mfrb805iigprd.apps.googleusercontent.com,Web Application,"Drive, Cloud Platform",1,,,,,,,,,Yes
Fouth Space,58065743244-8259ajh1462ljd9i4ggd37ccpjt9833f.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Datumprikker/Cally,587962392269-dd3ltkc596m53turfal5natbtb2btvvs.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Datadog,589883252099-2o0ltl0bf77sk9v1m5bq1202s1qod436.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
NewSupplierQuestionnaire,590091994962-4740klm52f391cbddurp4u2m9qpkbrfb.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
MensXP,590283389371-9vcblibjo040s56qbeisb9ep6tprc9am.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
GrubHub,591422464906-bslmpkd4vo42lnb8q5r85hktkqo73qpm.apps.googleusercontent.com,Web Application,Others,3,Meta,,,,,,,,No
GrubHub,591422464906-hepqlnnivc1ei5b9e20trvkjm89l7kth.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
